invoice_id,Branch,City,category,unit_price,quantity,date,time,payment_method,rating,profit_margin
5509,M061,Cedar Park,Home and lifestyle,$17,2.0,30/11/25,16:32:00,Credit card,6.0,0.33
5510,M026,Denton,Fashion accessories,$55,1.0,01/12/25,19:26:00,Credit card,6.0,0.48
5511,M014,Amarillo,Home and lifestyle,$29,1.0,07/12/25,18:57:00,Credit card,6.0,0.48
5512,M088,Cleburne,Fashion accessories,$60,1.0,10/12/25,17:20:00,Credit card,3.0,0.33
5513,M014,Amarillo,Home and lifestyle,$15,2.0,25/12/25,19:05:00,Credit card,6.0,0.48
5514,M036,Allen,Fashion accessories,$64,3.0,16/11/25,16:53:00,Credit card,7.0,0.48
5515,M083,Farmers Branch,Home and lifestyle,$56,2.0,15/11/25,15:43:00,Credit card,7.0,0.33
5516,M040,Edinburg,Fashion accessories,$30,3.0,10/12/25,19:59:00,Credit card,6.0,0.48
5517,M040,Edinburg,Home and lifestyle,$78,2.0,06/11/25,18:16:00,Credit card,5.0,0.48
5518,M071,Lufkin,Fashion accessories,$62,2.0,14/11/25,17:56:00,Credit card,4.0,0.33
5519,M095,Big Spring,Home and lifestyle,$30,3.0,15/12/25,16:57:00,Credit card,4.0,0.33
5520,M098,Mineral Wells,Fashion accessories,$15,2.0,24/11/25,17:36:00,Credit card,3.0,0.18
5521,M021,McAllen,Home and lifestyle,$39,3.0,16/12/25,17:04:00,Credit card,4.0,0.48
5522,M067,Haltom City,Fashion accessories,$71,3.0,05/11/25,18:34:00,Credit card,7.0,0.33
5523,M048,Harlingen,Home and lifestyle,$46,3.0,16/11/25,15:28:00,Credit card,7.0,0.48
5524,M098,Mineral Wells,Fashion accessories,$75,2.0,31/12/25,20:39:00,Credit card,3.0,0.18
5525,M097,Alice,Home and lifestyle,$82,3.0,27/11/25,19:36:00,Credit card,7.0,0.18
5526,M018,Frisco,Fashion accessories,$84,1.0,14/12/25,17:36:00,Credit card,5.0,0.48
5527,M048,Harlingen,Home and lifestyle,$38,2.0,01/12/25,15:09:00,Credit card,7.0,0.48
5528,M010,Laredo,Fashion accessories,$84,3.0,26/11/25,16:58:00,Credit card,4.0,0.48
5529,M053,Conroe,Home and lifestyle,$67,3.0,31/12/25,19:41:00,Credit card,3.0,0.57
5530,M004,Austin,Fashion accessories,$22,3.0,27/12/25,20:59:00,Credit card,7.0,0.48
5531,M045,Missouri City,Home and lifestyle,$20,1.0,16/11/25,16:40:00,Credit card,7.0,0.48
5532,M067,Haltom City,Fashion accessories,$53,3.0,09/11/25,16:14:00,Credit card,5.0,0.33
5533,M061,Cedar Park,Home and lifestyle,$44,3.0,19/12/25,20:39:00,Credit card,3.0,0.33
5534,M052,Mansfield,Fashion accessories,$42,3.0,22/11/25,20:13:00,Credit card,3.0,0.57
5535,M042,Bryan,Home and lifestyle,$28,3.0,03/12/25,16:19:00,Credit card,5.0,0.48
5536,M079,La Porte,Fashion accessories,$72,3.0,09/11/25,17:02:00,Credit card,5.0,0.33
5537,M015,Grand Prairie,Home and lifestyle,$22,2.0,21/11/25,15:18:00,Credit card,3.0,0.48
5538,M060,DeSoto,Fashion accessories,$75,1.0,27/12/25,17:21:00,Credit card,5.0,0.33
5539,M076,Huntsville,Home and lifestyle,$76,3.0,10/11/25,15:12:00,Credit card,6.0,0.33
5540,M072,Lancaster,Fashion accessories,$30,1.0,15/12/25,17:35:00,Credit card,4.0,0.33
5541,M008,Corpus Christi,Home and lifestyle,$85,3.0,17/11/25,16:38:00,Credit card,3.0,0.48
5542,M015,Grand Prairie,Fashion accessories,$49,2.0,19/11/25,20:41:00,Credit card,7.0,0.48
5543,M036,Allen,Home and lifestyle,$54,2.0,20/12/25,18:47:00,Credit card,5.0,0.48
5544,M072,Lancaster,Fashion accessories,$48,3.0,22/12/25,20:27:00,Credit card,6.0,0.33
5545,M063,Georgetown,Home and lifestyle,$48,1.0,20/11/25,15:49:00,Credit card,5.0,0.33
5546,M006,El Paso,Fashion accessories,$85,2.0,29/12/25,17:12:00,Credit card,6.0,0.48
5547,M045,Missouri City,Home and lifestyle,$68,2.0,17/12/25,16:03:00,Credit card,3.0,0.48
5548,M062,Galveston,Fashion accessories,$29,1.0,01/12/25,18:19:00,Credit card,6.0,0.33
5549,M049,North Richland Hills,Home and lifestyle,$72,3.0,20/11/25,17:41:00,Credit card,4.0,0.48
5550,M039,Longview,Fashion accessories,$44,1.0,08/12/25,15:57:00,Credit card,5.0,0.48
5551,M080,Nacogdoches,Home and lifestyle,$47,1.0,25/11/25,16:04:00,Credit card,5.0,0.33
5552,M011,Lubbock,Fashion accessories,$84,2.0,07/12/25,17:16:00,Credit card,3.0,0.48
5553,M090,Brownwood,Home and lifestyle,$20,3.0,01/11/25,19:47:00,Credit card,7.0,0.33
5554,M047,Flower Mound,Fashion accessories,$67,3.0,19/12/25,19:27:00,Credit card,4.0,0.48
5555,M067,Haltom City,Home and lifestyle,$63,1.0,20/11/25,16:37:00,Credit card,5.0,0.33
5556,M015,Grand Prairie,Fashion accessories,$35,1.0,22/11/25,16:15:00,Credit card,3.0,0.48
5557,M051,New Braunfels,Home and lifestyle,$76,3.0,30/11/25,19:46:00,Credit card,6.0,0.48
5558,M094,Alamo,Fashion accessories,$45,1.0,14/12/25,20:46:00,Credit card,3.0,0.33
5559,M018,Frisco,Home and lifestyle,$34,2.0,03/12/25,18:49:00,Credit card,3.0,0.48
5560,M014,Amarillo,Fashion accessories,$34,1.0,22/11/25,19:45:00,Credit card,3.0,0.48
5561,M014,Amarillo,Home and lifestyle,$73,1.0,26/11/25,19:00:00,Credit card,5.0,0.48
5562,M021,McAllen,Fashion accessories,$39,1.0,22/12/25,17:51:00,Credit card,3.0,0.48
5563,M037,League City,Home and lifestyle,$43,3.0,01/11/25,18:44:00,Credit card,3.0,0.48
5564,M090,Brownwood,Fashion accessories,$47,2.0,27/12/25,15:30:00,Credit card,5.0,0.33
5565,M049,North Richland Hills,Home and lifestyle,$17,3.0,29/12/25,20:01:00,Credit card,7.0,0.48
5566,M002,Dallas,Fashion accessories,$26,1.0,05/11/25,18:40:00,Credit card,4.0,0.36
5567,M027,Abilene,Home and lifestyle,$16,1.0,11/12/25,18:16:00,Credit card,5.0,0.48
5568,M096,Eagle Pass,Fashion accessories,$15,3.0,04/12/25,16:09:00,Credit card,3.0,0.18
5569,M095,Big Spring,Home and lifestyle,$29,2.0,30/12/25,19:58:00,Credit card,6.0,0.33
5570,M063,Georgetown,Fashion accessories,$40,2.0,02/11/25,19:28:00,Credit card,5.0,0.33
5571,M009,Plano,Home and lifestyle,$60,3.0,31/12/25,15:48:00,Credit card,7.0,0.48
5572,M011,Lubbock,Fashion accessories,$41,2.0,31/12/25,20:04:00,Credit card,6.0,0.48
5573,M090,Brownwood,Home and lifestyle,$65,3.0,19/12/25,18:20:00,Credit card,7.0,0.33
5574,M001,Houston,Fashion accessories,$16,1.0,25/12/25,18:58:00,Credit card,6.0,0.36
5575,M066,Grapevine,Home and lifestyle,$31,3.0,17/12/25,16:47:00,Credit card,6.0,0.33
5576,M036,Allen,Fashion accessories,$78,3.0,18/11/25,15:04:00,Credit card,3.0,0.48
5577,M079,La Porte,Home and lifestyle,$15,3.0,15/12/25,16:05:00,Credit card,4.0,0.33
5578,M016,Brownsville,Fashion accessories,$63,3.0,29/11/25,17:48:00,Credit card,5.0,0.48
5579,M041,Mission,Home and lifestyle,$29,2.0,29/11/25,19:29:00,Ewallet,3.0,0.48
5580,M085,Kerrville,Fashion accessories,$48,2.0,19/11/25,19:06:00,Credit card,6.0,0.33
5581,M008,Corpus Christi,Home and lifestyle,$37,1.0,21/11/25,20:27:00,Credit card,3.0,0.48
5582,M020,Killeen,Fashion accessories,$75,2.0,10/11/25,19:45:00,Credit card,5.0,0.48
5583,M022,Mesquite,Home and lifestyle,$73,2.0,14/11/25,16:15:00,Credit card,3.0,0.48
5584,M019,Pasadena,Fashion accessories,$41,3.0,01/11/25,17:32:00,Credit card,6.0,0.48
5585,M014,Amarillo,Home and lifestyle,$41,1.0,05/12/25,16:29:00,Credit card,3.0,0.48
5586,M090,Brownwood,Fashion accessories,$52,2.0,27/12/25,15:44:00,Credit card,5.0,0.33
5587,M068,Burleson,Home and lifestyle,$68,2.0,06/12/25,16:28:00,Credit card,3.0,0.33
5588,M072,Lancaster,Fashion accessories,$46,1.0,15/11/25,17:35:00,Credit card,4.0,0.33
5589,M070,Hurst,Home and lifestyle,$79,3.0,27/11/25,15:24:00,Credit card,7.0,0.33
5590,M037,League City,Fashion accessories,$19,1.0,27/12/25,20:53:00,Credit card,4.0,0.48
5591,M091,Little Elm,Home and lifestyle,$62,2.0,18/11/25,17:27:00,Credit card,7.0,0.33
5592,M014,Amarillo,Fashion accessories,$84,2.0,25/11/25,16:21:00,Credit card,3.0,0.48
5593,M044,Pharr,Home and lifestyle,$22,1.0,02/11/25,15:24:00,Credit card,4.0,0.48
5594,M093,Angleton,Fashion accessories,$41,3.0,05/12/25,16:45:00,Credit card,4.0,0.33
5595,M067,Haltom City,Home and lifestyle,$57,3.0,23/12/25,15:50:00,Credit card,7.0,0.33
5596,M007,Arlington,Fashion accessories,$48,1.0,30/12/25,20:30:00,Credit card,5.0,0.48
5597,M060,DeSoto,Home and lifestyle,$39,3.0,06/12/25,19:42:00,Credit card,3.0,0.33
5598,M081,Friendswood,Fashion accessories,$60,1.0,10/11/25,16:55:00,Credit card,3.0,0.33
5599,M091,Little Elm,Home and lifestyle,$43,1.0,28/12/25,16:39:00,Credit card,3.0,0.33
5600,M060,DeSoto,Fashion accessories,$76,2.0,19/12/25,17:25:00,Credit card,3.0,0.33
5601,M060,DeSoto,Home and lifestyle,$81,3.0,06/11/25,15:22:00,Credit card,6.0,0.33
5602,M066,Grapevine,Fashion accessories,$62,1.0,06/11/25,17:00:00,Credit card,5.0,0.33
5603,M022,Mesquite,Home and lifestyle,$51,1.0,25/12/25,15:06:00,Credit card,3.0,0.48
5604,M062,Galveston,Fashion accessories,$34,1.0,08/11/25,17:24:00,Credit card,5.0,0.33
5605,M033,Pearland,Home and lifestyle,$39,3.0,06/12/25,20:45:00,Credit card,3.0,0.48
5606,M012,Garland,Fashion accessories,$64,3.0,22/12/25,16:32:00,Credit card,7.0,0.48
5607,M093,Angleton,Home and lifestyle,$82,1.0,27/11/25,20:18:00,Credit card,3.0,0.33
5608,M015,Grand Prairie,Fashion accessories,$23,1.0,25/11/25,17:57:00,Credit card,5.0,0.48
5609,M062,Galveston,Home and lifestyle,$75,2.0,01/12/25,19:54:00,Credit card,6.0,0.33
5610,M088,Cleburne,Fashion accessories,$45,2.0,05/11/25,16:58:00,Credit card,7.0,0.33
5611,M096,Eagle Pass,Home and lifestyle,$28,3.0,25/12/25,16:28:00,Credit card,6.0,0.18
5612,M022,Mesquite,Fashion accessories,$77,3.0,07/11/25,19:56:00,Credit card,6.0,0.48
5613,M097,Alice,Home and lifestyle,$28,1.0,11/12/25,19:17:00,Credit card,5.0,0.18
5614,M030,Richardson,Fashion accessories,$29,2.0,05/11/25,19:20:00,Credit card,5.0,0.48
5615,M017,McKinney,Home and lifestyle,$42,3.0,04/12/25,16:02:00,Credit card,3.0,0.48
5616,M015,Grand Prairie,Fashion accessories,$62,1.0,09/11/25,18:57:00,Credit card,5.0,0.48
5617,M058,Port Arthur,Home and lifestyle,$32,1.0,09/11/25,15:15:00,Credit card,5.0,0.33
5618,M060,DeSoto,Fashion accessories,$82,1.0,08/12/25,18:24:00,Credit card,6.0,0.33
5619,M083,Farmers Branch,Home and lifestyle,$41,2.0,28/12/25,15:06:00,Credit card,3.0,0.33
5620,M024,Carrollton,Fashion accessories,$27,1.0,13/12/25,19:42:00,Credit card,7.0,0.48
5621,M024,Carrollton,Home and lifestyle,$82,3.0,16/11/25,15:34:00,Credit card,4.0,0.48
5622,M077,Coppell,Fashion accessories,$31,3.0,30/12/25,16:10:00,Credit card,3.0,0.33
5623,M004,Austin,Home and lifestyle,$20,1.0,24/12/25,18:28:00,Credit card,7.0,0.48
5624,M010,Laredo,Fashion accessories,$40,3.0,15/11/25,18:32:00,Credit card,7.0,0.48
5625,M019,Pasadena,Home and lifestyle,$39,1.0,18/11/25,19:28:00,Credit card,7.0,0.48
5626,M091,Little Elm,Fashion accessories,$59,3.0,06/12/25,18:17:00,Credit card,6.0,0.33
5627,M031,Lewisville,Home and lifestyle,$49,1.0,31/12/25,17:12:00,Credit card,6.0,0.48
5628,M060,DeSoto,Fashion accessories,$49,1.0,02/11/25,18:23:00,Credit card,7.0,0.33
5629,M021,McAllen,Home and lifestyle,$40,3.0,04/11/25,17:44:00,Credit card,5.0,0.48
5630,M072,Lancaster,Fashion accessories,$41,1.0,10/11/25,17:08:00,Credit card,5.0,0.33
5631,M100,Canyon,Home and lifestyle,$62,2.0,31/12/25,17:06:00,Credit card,3.0,0.18
5632,M015,Grand Prairie,Fashion accessories,$63,1.0,02/12/25,18:36:00,Credit card,4.0,0.48
5633,M094,Alamo,Home and lifestyle,$76,2.0,04/12/25,20:49:00,Credit card,5.0,0.33
5634,M062,Galveston,Fashion accessories,$82,2.0,25/12/25,19:43:00,Credit card,3.0,0.33
5635,M066,Grapevine,Home and lifestyle,$30,2.0,30/11/25,15:40:00,Credit card,7.0,0.33
5636,M080,Nacogdoches,Fashion accessories,$84,2.0,08/12/25,20:28:00,Credit card,3.0,0.33
5637,M022,Mesquite,Home and lifestyle,$24,2.0,01/12/25,16:12:00,Credit card,7.0,0.48
5638,M016,Brownsville,Fashion accessories,$74,1.0,25/11/25,16:21:00,Credit card,5.0,0.48
5639,M031,Lewisville,Home and lifestyle,$36,3.0,02/11/25,19:12:00,Credit card,3.0,0.48
5640,M010,Laredo,Fashion accessories,$46,3.0,14/11/25,20:48:00,Credit card,3.0,0.48
5641,M067,Haltom City,Home and lifestyle,$30,3.0,10/11/25,20:57:00,Credit card,6.0,0.33
5642,M019,Pasadena,Fashion accessories,$56,3.0,23/12/25,15:04:00,Credit card,6.0,0.48
5643,M011,Lubbock,Home and lifestyle,$82,1.0,02/12/25,20:35:00,Credit card,4.0,0.48
5644,M052,Mansfield,Fashion accessories,$61,1.0,20/11/25,20:52:00,Credit card,3.0,0.57
5645,M076,Huntsville,Home and lifestyle,$52,3.0,21/11/25,20:24:00,Credit card,4.0,0.33
5646,M067,Haltom City,Fashion accessories,$39,1.0,09/12/25,18:54:00,Credit card,6.0,0.33
5647,M045,Missouri City,Home and lifestyle,$42,2.0,21/11/25,16:55:00,Credit card,4.0,0.48
5648,M091,Little Elm,Fashion accessories,$45,3.0,01/12/25,18:55:00,Credit card,5.0,0.33
5649,M061,Cedar Park,Home and lifestyle,$24,1.0,19/12/25,17:04:00,Credit card,4.0,0.33
5650,M090,Brownwood,Fashion accessories,$58,1.0,17/12/25,17:25:00,Credit card,3.0,0.33
5651,M078,Del Rio,Home and lifestyle,$58,1.0,02/12/25,18:29:00,Credit card,4.0,0.33
5652,M015,Grand Prairie,Fashion accessories,$47,3.0,03/11/25,16:16:00,Credit card,7.0,0.48
5653,M047,Flower Mound,Home and lifestyle,$62,2.0,22/11/25,16:06:00,Credit card,7.0,0.48
5654,M026,Denton,Fashion accessories,$31,2.0,30/11/25,16:14:00,Credit card,5.0,0.48
5655,M057,Euless,Home and lifestyle,$23,1.0,11/12/25,16:07:00,Credit card,6.0,0.33
5656,M100,Canyon,Fashion accessories,$75,1.0,23/11/25,15:34:00,Credit card,3.0,0.18
5657,M020,Killeen,Home and lifestyle,$66,2.0,04/12/25,17:55:00,Credit card,7.0,0.48
5658,M053,Conroe,Fashion accessories,$72,3.0,25/12/25,17:56:00,Credit card,6.0,0.21
5659,M063,Georgetown,Home and lifestyle,$55,2.0,13/12/25,15:14:00,Credit card,6.0,0.33
5660,M022,Mesquite,Fashion accessories,$42,2.0,06/12/25,17:49:00,Credit card,5.0,0.48
5661,M006,El Paso,Home and lifestyle,$64,2.0,29/12/25,16:17:00,Credit card,3.0,0.48
5662,M011,Lubbock,Fashion accessories,$23,3.0,25/12/25,17:34:00,Credit card,7.0,0.48
5663,M020,Killeen,Home and lifestyle,$58,1.0,05/11/25,17:31:00,Credit card,7.0,0.48
5664,M051,New Braunfels,Fashion accessories,$68,1.0,20/11/25,17:35:00,Credit card,7.0,0.57
5665,M022,Mesquite,Home and lifestyle,$66,2.0,16/11/25,16:54:00,Credit card,4.0,0.48
5666,M079,La Porte,Fashion accessories,$52,3.0,12/12/25,16:11:00,Credit card,3.0,0.33
5667,M002,Dallas,Home and lifestyle,$79,2.0,22/12/25,18:07:00,Credit card,3.0,0.36
5668,M077,Coppell,Fashion accessories,$74,3.0,13/12/25,19:44:00,Credit card,7.0,0.33
5669,M090,Brownwood,Home and lifestyle,$19,1.0,09/12/25,18:06:00,Credit card,6.0,0.33
5670,M066,Grapevine,Fashion accessories,$70,2.0,29/11/25,19:25:00,Credit card,3.0,0.33
5671,M019,Pasadena,Home and lifestyle,$40,3.0,11/11/25,19:15:00,Credit card,6.0,0.48
5672,M042,Bryan,Fashion accessories,$41,2.0,09/11/25,20:24:00,Credit card,6.0,0.48
5673,M040,Edinburg,Home and lifestyle,$60,2.0,15/12/25,19:51:00,Credit card,6.0,0.48
5674,M063,Georgetown,Fashion accessories,$41,1.0,09/12/25,17:05:00,Credit card,3.0,0.33
5675,M093,Angleton,Home and lifestyle,$79,1.0,29/12/25,17:51:00,Credit card,4.0,0.33
5676,M013,Irving,Fashion accessories,$38,1.0,02/12/25,15:16:00,Credit card,6.0,0.48
5677,M098,Mineral Wells,Home and lifestyle,$68,1.0,19/12/25,17:38:00,Credit card,3.0,0.18
5678,M045,Missouri City,Fashion accessories,$23,2.0,05/12/25,19:06:00,Credit card,5.0,0.48
5679,M079,La Porte,Home and lifestyle,$56,1.0,11/11/25,19:50:00,Credit card,4.0,0.33
5680,M021,McAllen,Fashion accessories,$34,2.0,29/11/25,20:45:00,Credit card,3.0,0.48
5681,M067,Haltom City,Home and lifestyle,$75,2.0,13/12/25,17:40:00,Credit card,3.0,0.33
5682,M047,Flower Mound,Fashion accessories,$71,2.0,16/11/25,19:17:00,Credit card,7.0,0.48
5683,M070,Hurst,Home and lifestyle,$36,1.0,14/12/25,19:55:00,Credit card,3.0,0.33
5684,M019,Pasadena,Fashion accessories,$66,1.0,08/11/25,15:37:00,Credit card,4.0,0.48
5685,M011,Lubbock,Home and lifestyle,$29,3.0,14/12/25,16:30:00,Credit card,4.0,0.48
5686,M097,Alice,Fashion accessories,$37,2.0,26/12/25,16:42:00,Credit card,3.0,0.18
5687,M011,Lubbock,Home and lifestyle,$28,1.0,20/12/25,15:02:00,Credit card,6.0,0.48
5688,M011,Lubbock,Fashion accessories,$60,1.0,27/11/25,16:00:00,Credit card,4.0,0.48
5689,M079,La Porte,Home and lifestyle,$85,2.0,16/11/25,18:12:00,Credit card,7.0,0.33
5690,M021,McAllen,Fashion accessories,$81,2.0,12/11/25,17:12:00,Credit card,3.0,0.48
5691,M011,Lubbock,Home and lifestyle,$61,1.0,01/11/25,20:49:00,Credit card,3.0,0.48
5692,M023,Midland,Fashion accessories,$27,2.0,28/12/25,17:23:00,Credit card,4.0,0.48
5693,M090,Brownwood,Home and lifestyle,$46,1.0,03/11/25,17:08:00,Credit card,4.0,0.33
5694,M023,Midland,Fashion accessories,$81,3.0,06/11/25,18:57:00,Credit card,4.0,0.48
5695,M070,Hurst,Home and lifestyle,$20,2.0,20/12/25,16:20:00,Credit card,6.0,0.33
5696,M058,Port Arthur,Fashion accessories,$61,3.0,13/12/25,16:56:00,Credit card,3.0,0.33
5697,M080,Nacogdoches,Home and lifestyle,$48,1.0,27/11/25,16:54:00,Credit card,7.0,0.33
5698,M081,Friendswood,Fashion accessories,$39,2.0,14/11/25,16:41:00,Credit card,5.0,0.33
5699,M028,Odessa,Home and lifestyle,$74,2.0,21/12/25,20:45:00,Credit card,3.0,0.48
5700,M052,Mansfield,Fashion accessories,$59,3.0,29/12/25,19:40:00,Credit card,4.0,0.57
5701,M057,Euless,Home and lifestyle,$16,3.0,15/12/25,20:00:00,Credit card,6.0,0.33
5702,M091,Little Elm,Fashion accessories,$82,3.0,28/12/25,15:28:00,Credit card,6.0,0.33
5703,M037,League City,Home and lifestyle,$56,3.0,20/11/25,18:35:00,Credit card,3.0,0.48
5704,M026,Denton,Fashion accessories,$78,3.0,29/12/25,16:59:00,Credit card,3.0,0.48
5705,M100,Canyon,Home and lifestyle,$77,1.0,23/12/25,20:31:00,Credit card,6.0,0.18
5706,M064,Bedford,Fashion accessories,$18,1.0,28/12/25,18:39:00,Credit card,4.0,0.33
5707,M060,DeSoto,Home and lifestyle,$69,1.0,17/11/25,15:34:00,Credit card,6.0,0.33
5708,M031,Lewisville,Fashion accessories,$24,3.0,12/12/25,16:09:00,Credit card,7.0,0.48
5709,M076,Huntsville,Home and lifestyle,$68,2.0,13/11/25,17:14:00,Credit card,5.0,0.33
5710,M019,Pasadena,Fashion accessories,$83,2.0,22/11/25,16:21:00,Credit card,4.0,0.48
5711,M078,Del Rio,Home and lifestyle,$44,3.0,25/12/25,15:36:00,Credit card,7.0,0.33
5712,M064,Bedford,Fashion accessories,$33,2.0,10/11/25,16:02:00,Credit card,3.0,0.33
5713,M091,Little Elm,Home and lifestyle,$47,1.0,17/12/25,18:23:00,Credit card,5.0,0.33
5714,M071,Lufkin,Fashion accessories,$57,2.0,03/12/25,15:06:00,Credit card,5.0,0.33
5715,M052,Mansfield,Home and lifestyle,$55,1.0,29/11/25,19:08:00,Credit card,4.0,0.57
5716,M052,Mansfield,Fashion accessories,$43,2.0,08/11/25,18:58:00,Credit card,6.0,0.57
5717,M097,Alice,Home and lifestyle,$41,2.0,25/12/25,16:06:00,Credit card,6.0,0.18
5718,M080,Nacogdoches,Fashion accessories,$79,2.0,31/12/25,16:48:00,Credit card,3.0,0.33
5719,M064,Bedford,Home and lifestyle,$17,2.0,02/11/25,19:12:00,Credit card,4.0,0.33
5720,M047,Flower Mound,Fashion accessories,$57,1.0,20/11/25,15:44:00,Credit card,6.0,0.48
5721,M080,Nacogdoches,Home and lifestyle,$70,3.0,27/11/25,18:27:00,Credit card,7.0,0.33
5722,M006,El Paso,Fashion accessories,$21,3.0,22/12/25,16:27:00,Credit card,3.0,0.48
5723,M015,Grand Prairie,Home and lifestyle,$29,1.0,29/12/25,17:41:00,Credit card,5.0,0.48
5724,M085,Kerrville,Fashion accessories,$80,1.0,10/11/25,18:31:00,Credit card,3.0,0.33
5725,M058,Port Arthur,Home and lifestyle,$15,3.0,23/11/25,18:01:00,Credit card,6.0,0.33
5726,M066,Grapevine,Fashion accessories,$58,3.0,07/12/25,17:26:00,Credit card,7.0,0.33
5727,M015,Grand Prairie,Home and lifestyle,$66,2.0,05/12/25,18:54:00,Credit card,5.0,0.48
5728,M045,Missouri City,Fashion accessories,$15,2.0,06/11/25,17:14:00,Ewallet,5.0,0.48
5729,M016,Brownsville,Home and lifestyle,$31,2.0,23/11/25,15:39:00,Credit card,5.0,0.48
5730,M097,Alice,Fashion accessories,$15,3.0,11/11/25,17:29:00,Credit card,5.0,0.18
5731,M049,North Richland Hills,Home and lifestyle,$69,1.0,05/12/25,20:41:00,Credit card,5.0,0.48
5732,M002,Dallas,Fashion accessories,$45,1.0,17/11/25,16:18:00,Credit card,3.0,0.36
5733,M063,Georgetown,Home and lifestyle,$79,2.0,29/12/25,16:45:00,Credit card,7.0,0.33
5734,M051,New Braunfels,Fashion accessories,$34,3.0,31/12/25,15:13:00,Credit card,5.0,0.57
5735,M100,Canyon,Home and lifestyle,$26,2.0,06/12/25,16:51:00,Credit card,4.0,0.18
5736,M088,Cleburne,Fashion accessories,$31,2.0,19/12/25,19:42:00,Credit card,3.0,0.33
5737,M088,Cleburne,Home and lifestyle,$64,1.0,01/12/25,15:56:00,Credit card,3.0,0.33
5738,M004,Austin,Fashion accessories,$41,3.0,27/12/25,20:31:00,Credit card,6.0,0.48
5739,M093,Angleton,Home and lifestyle,$77,1.0,31/12/25,20:59:00,Credit card,5.0,0.33
5740,M064,Bedford,Fashion accessories,$79,1.0,18/11/25,18:39:00,Credit card,4.0,0.33
5741,M044,Pharr,Home and lifestyle,$24,3.0,09/12/25,17:49:00,Credit card,4.0,0.48
5742,M015,Grand Prairie,Fashion accessories,$32,3.0,05/12/25,18:40:00,Credit card,7.0,0.48
5743,M072,Lancaster,Home and lifestyle,$77,2.0,22/12/25,16:22:00,Credit card,3.0,0.33
5744,M023,Midland,Fashion accessories,$21,1.0,21/11/25,18:29:00,Credit card,5.0,0.48
5745,M002,Dallas,Home and lifestyle,$22,3.0,27/11/25,16:15:00,Credit card,5.0,0.36
5746,M044,Pharr,Fashion accessories,$73,1.0,03/12/25,15:06:00,Credit card,3.0,0.48
5747,M088,Cleburne,Home and lifestyle,$78,2.0,08/11/25,16:20:00,Credit card,7.0,0.33
5748,M044,Pharr,Fashion accessories,$75,1.0,24/12/25,16:00:00,Credit card,5.0,0.48
5749,M024,Carrollton,Home and lifestyle,$52,3.0,22/11/25,17:28:00,Credit card,6.0,0.48
5750,M079,La Porte,Fashion accessories,$75,1.0,29/12/25,16:37:00,Credit card,3.0,0.33
5751,M096,Eagle Pass,Home and lifestyle,$58,3.0,06/12/25,16:44:00,Credit card,4.0,0.18
5752,M022,Mesquite,Fashion accessories,$26,2.0,08/12/25,18:43:00,Credit card,4.0,0.48
5753,M067,Haltom City,Home and lifestyle,$78,3.0,09/11/25,15:36:00,Credit card,6.0,0.33
5754,M098,Mineral Wells,Fashion accessories,$64,1.0,18/12/25,18:03:00,Credit card,7.0,0.18
5755,M001,Houston,Home and lifestyle,$74,3.0,15/12/25,20:47:00,Credit card,3.0,0.36
5756,M047,Flower Mound,Fashion accessories,$34,2.0,28/12/25,17:59:00,Credit card,6.0,0.48
5757,M053,Conroe,Home and lifestyle,$31,2.0,15/11/25,15:03:00,Credit card,4.0,0.57
5758,M022,Mesquite,Fashion accessories,$57,1.0,08/11/25,15:23:00,Credit card,4.0,0.48
5759,M034,College Station,Home and lifestyle,$24,3.0,28/11/25,15:51:00,Credit card,5.0,0.48
5760,M001,Houston,Fashion accessories,$65,2.0,04/12/25,16:18:00,Credit card,5.0,0.36
5761,M063,Georgetown,Home and lifestyle,$49,3.0,05/11/25,19:30:00,Credit card,6.0,0.33
5762,M078,Del Rio,Fashion accessories,$64,3.0,06/11/25,15:36:00,Credit card,6.0,0.33
5763,M081,Friendswood,Home and lifestyle,$77,2.0,29/12/25,19:48:00,Credit card,4.0,0.33
5764,M064,Bedford,Fashion accessories,$67,1.0,29/12/25,20:10:00,Credit card,5.0,0.33
5765,M016,Brownsville,Home and lifestyle,$59,1.0,29/11/25,20:14:00,Credit card,3.0,0.48
5766,M027,Abilene,Fashion accessories,$82,3.0,15/12/25,16:22:00,Credit card,5.0,0.48
5767,M028,Odessa,Home and lifestyle,$41,2.0,16/12/25,19:11:00,Credit card,5.0,0.48
5768,M033,Pearland,Fashion accessories,$21,1.0,19/11/25,17:22:00,Credit card,6.0,0.48
5769,M067,Haltom City,Home and lifestyle,$56,3.0,30/12/25,19:43:00,Credit card,4.0,0.33
5770,M019,Pasadena,Fashion accessories,$46,2.0,20/12/25,16:26:00,Credit card,6.0,0.48
5771,M095,Big Spring,Home and lifestyle,$23,3.0,29/12/25,16:36:00,Credit card,5.0,0.33
5772,M079,La Porte,Fashion accessories,$67,2.0,22/12/25,16:28:00,Credit card,4.0,0.33
5773,M044,Pharr,Home and lifestyle,$37,2.0,08/11/25,16:41:00,Credit card,4.0,0.48
5774,M016,Brownsville,Fashion accessories,$72,2.0,06/12/25,19:35:00,Credit card,5.0,0.48
5775,M060,DeSoto,Home and lifestyle,$75,1.0,17/12/25,15:04:00,Credit card,4.0,0.33
